codigo_postal,nombre,tipo,municipio_id,estado_id
21376,Plutarco Elías Calles,Colonia,Mexicali,02
21376,Gran Segovia,Fraccionamiento,Mexicali,02
21376,Misión del Valle,Fraccionamiento,Mexicali,02
21376,Palmar de Santa Anita,Fraccionamiento,Mexicali,02
21376,Hacienda Paseo de Santiago Residencial,Fraccionamiento,Mexicali,02
21376,Hacienda Dorada,Fraccionamiento,Mexicali,02
21376,Villas del Valle,Fraccionamiento,Mexicali,02
21376,Puerta del Sol 2da Etapa,Fraccionamiento,Mexicali,02
21376,Puerta del Sol,Colonia,Mexicali,02
21376,Mayakhan Residencial,Fraccionamiento,Mexicali,02
21376,Bosque del Sol,Fraccionamiento,Mexicali,02
21376,Terrazas del Valle,Fraccionamiento,Mexicali,02
21376,Rivera Maya Residencial,Fraccionamiento,Mexicali,02
21376,Verona,Fraccionamiento,Mexicali,02
21376,Residencial Segovia,Fraccionamiento,Mexicali,02
21376,Coral Maya,Fraccionamiento,Mexicali,02
21378,Villas del Palmar,Fraccionamiento,Mexicali,02
21378,Adara Residencial,Fraccionamiento,Mexicali,02
21378,Adara Residencial Segunda Sección,Fraccionamiento,Mexicali,02
21378,Monet Residencial,Fraccionamiento,Mexicali,02
21378,Corsica Residencial,Fraccionamiento,Mexicali,02
21378,Cerrada Quebec,Fraccionamiento,Mexicali,02
21378,Calderas,Colonia,Mexicali,02
21378,Alcorce del Bosque,Fraccionamiento,Mexicali,02
21378,Lomas de Abasolo,Colonia,Mexicali,02
21378,Saturno (Abasolo),Colonia,Mexicali,02
21378,Villa del Cedro,Fraccionamiento,Mexicali,02
21378,Sevilla,Fraccionamiento,Mexicali,02
21378,Residencial Sevilla 2da. Sección,Fraccionamiento,Mexicali,02
21378,Sombras Jery,Colonia,Mexicali,02
21378,La Toscana Residencial,Fraccionamiento,Mexicali,02
21378,Nuevo Amanecer,Colonia,Mexicali,02
21379,Los Prados,Fraccionamiento,Mexicali,02
21379,Residencial Quinta del Centro,Fraccionamiento,Mexicali,02
21379,La Bodega ISSSTE,Fraccionamiento,Mexicali,02
21379,Rancho La Bodega,Colonia,Mexicali,02
21379,Real del Castillo,Colonia,Mexicali,02
21379,Vista del Llano,Fraccionamiento,Mexicali,02
21379,Santa Lucia,Fraccionamiento,Mexicali,02
21379,Valle Delicias,Fraccionamiento,Mexicali,02
21379,Villa Bonita,Fraccionamiento,Mexicali,02
21379,Ziba,Condominio,Mexicali,02
21379,Valle del Palmar,Fraccionamiento,Mexicali,02
21379,Misión San Vizcaíno,Fraccionamiento,Mexicali,02
21379,Ampliación San Vizcaíno,Colonia,Mexicali,02
21379,Padre Kino,Fraccionamiento,Mexicali,02
21379,Los Álamos,Fraccionamiento,Mexicali,02
21379,El Sauzal,Fraccionamiento,Mexicali,02
21379,Jardines de La Arboleda,Fraccionamiento,Mexicali,02
21379,Las Bugambilias Inn,Fraccionamiento,Mexicali,02
21379,El Maple,Fraccionamiento,Mexicali,02
21379,Santa Veronica,Fraccionamiento,Mexicali,02
21379,Sol de Reyes,Fraccionamiento,Mexicali,02
21379,IMSS Siglo XXI,Fraccionamiento,Mexicali,02
21379,Las Misiones,Fraccionamiento,Mexicali,02
21379,Misión de San Carlos,Fraccionamiento,Mexicali,02
21379,Residencial Ibiza,Fraccionamiento,Mexicali,02
21379,La Antigua,Fraccionamiento,Mexicali,02
21379,Hacienda Málaga,Fraccionamiento,Mexicali,02
21380,Justo Sierra,Fraccionamiento,Mexicali,02
21380,Xochimilco,Fraccionamiento,Mexicali,02
21383,Dos División Dos,Colonia,Mexicali,02
21383,San Andrés,Fraccionamiento,Mexicali,02
21383,Parque Industrial Nelson II,Zona industrial,Mexicali,02
21383,Unión de Residentes Lázaro Cárdenas,Colonia,Mexicali,02
21383,Parque Industrial el Dorado,Zona industrial,Mexicali,02
21383,Colorado,Zona industrial,Mexicali,02
21383,Privadas Campestre,Fraccionamiento,Mexicali,02
21384,El Ciprés,Colonia,Mexicali,02
21384,El Roble,Colonia,Mexicali,02
21384,El Robledo,Colonia,Mexicali,02
21384,Emiliano Zapata,Colonia,Mexicali,02
21384,Los Encinos,Colonia,Mexicali,02
21384,Huertas del Colorado,Fraccionamiento,Mexicali,02
21385,Parque Industrial Quazar,Zona industrial,Mexicali,02
21385,Satélite,Colonia,Mexicali,02
21385,Marán,Zona industrial,Mexicali,02
21385,Cachanilla,Zona industrial,Mexicali,02
21385,El Vigía II,Zona industrial,Mexicali,02
21385,Visión,Zona industrial,Mexicali,02
21385,Palaco,Zona industrial,Mexicali,02
21385,Parque Industrial Cucapah,Zona industrial,Mexicali,02
21385,Unidad Industrial Paccar México,Zona industrial,Mexicali,02
21386,Río Hardy,Colonia,Mexicali,02
21386,Valle de San Joaquín,Colonia,Mexicali,02
21386,Granjas Santa Cecilia,Fraccionamiento,Mexicali,02
21386,Granjas Valle Verde (Colorado Número Uno),Colonia,Mexicali,02
21386,El Dorado,Fraccionamiento,Mexicali,02
21386,Francisco I. Madero,Colonia,Mexicali,02
21387,La Ventana Residencial,Fraccionamiento,Mexicali,02
21387,Caminos del Sol,Fraccionamiento,Mexicali,02
