ID,TIPO_REPORTE_ID,AREA_ID,MEDIO_ID,DIREECION_ID,ZONA DEL ESTADO,TIPO DE DESAPARICION,ESTATUS DE LA PERSONA DESAPARECIDA O NO LOCALIZADA,FECHA DE DESAPARICION,FECHA EN QUE SE PERCATO,FOLIO CEBV
131,4,3,3,131,CENTRO,,LOCALIZADA CON VIDA,13/05/2023,13/05/2023,23/SB 0791U-23ZC
132,4,3,3,132,CENTRO,,LOCALIZADA CON VIDA,13/05/2023,13/05/2023,23/SB 0792M-23ZC
133,4,3,3,133,CENTRO,,LOCALIZADA CON VIDA,13/05/2023,13/05/2023,23/SB 0793M-23ZC
134,4,3,3,134,SUR,,NO LOCALIZADA,13/05/2023,13/05/2023,23/SB 0794U-23ZS
135,5,3,3,135,SUR,,NO LOCALIZADA,10/05/2023,10/05/2023,23/SB 0795U-23ZS
136,5,3,3,136,NORTE,,NO LOCALIZADA,13/05/2023,13/05/2023,23/SB 0796U-23ZN
137,5,3,3,137,NORTE,,LOCALIZADA CON VIDA,15/05/2023,15/05/2023,23/SB 0797U-23ZN
138,5,3,3,138,CENTRO,,NO LOCALIZADA,15/05/2023,15/05/2023,23/SB 0798U-23ZC
139,5,3,3,139,CENTRO,,NO LOCALIZADA,15/05/2023,15/05/2023,23/SB 0799M-23ZC
140,5,3,3,140,CENTRO,,NO LOCALIZADA,15/05/2023,15/05/2023,23/SB 0800M-23ZC
141,5,3,3,141,SUR,,NO LOCALIZADA,23/04/2023,23/04/2023,23/SB 0801U-23ZS
142,5,3,3,142,CENTRO,,NO LOCALIZADA,15/05/2023,15/05/2023,23/SB 0802U-23ZC
143,5,3,3,143,CENTRO,,LOCALIZADA CON VIDA,15/05/2023,15/05/2023,23/SB 0803U-23ZC
144,5,3,3,144,CENTRO,,NO LOCALIZADA,06/10/2020,06/10/2020,23/SB 0804U-20ZC
145,5,3,3,145,NORTE,,NO LOCALIZADA,09/05/2023,09/05/2023,23/SB 0805U-23ZN
146,5,3,3,146,CENTRO,,NO LOCALIZADA,04/05/2023,06/05/2023,23/SB 0806M-23ZC
147,5,3,3,147,NORTE,,NO LOCALIZADA,18/04/2023,18/04/2023,23/SB 0807U-23ZN
